Date,open,high,low,close,adj_close,volume,ret,signal,vol_ann,w_target,w_exec,w_lag,turnover,costs,strategy_returns_gross,strategy_returns,equity_buyhold,equity_strategy,equity_strategy_rebased,equity_buyhold_rebased
2023-01-03,372.699,374.698,366.359,369.257,369.257,77194556.0,-0.004212297643863994,0.0,0.18448050348089534,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.8101241106355148,0.9905074620397527,1.0,1.0
2023-01-04,371.546,374.164,368.462,372.108,372.108,88624980.0,0.007720909827030997,0.0,0.17930074725540704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8163790058424353,0.9905074620397527,1.0,1.007720909827031
2023-01-05,370.13,370.246,367.26,367.861,367.861,79380657.0,-0.011413353112537217,0.0,0.17678213530845868,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.8070613839750935,0.9905074620397527,1.0,0.9962194352442878
2023-01-06,370.993,377.431,367.893,376.297,376.297,107452126.0,0.022932575075911954,0.0,0.1970240322034187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8255693797539717,0.9905074620397527,1.0,1.01906531223511
2023-01-09,378.517,381.747,375.899,376.084,376.084,76294570.0,-0.0005660422485430638,0.0,0.19463895522321129,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.8251020726059275,0.9905074620397527,1.0,1.0184884782143602
2023-01-10,375.492,378.789,374.542,378.721,378.721,67404673.0,0.0070117314217037485,0.5,0.19481191450847202,0.3079893760676055,0.0,0.0,0.0,0.0,0.0,0.0,0.8308874667345314,0.9905074620397527,1.0,1.025629845879699
2023-01-11,380.32,383.588,379.497,383.51,383.51,71037975.0,0.012645192635211577,1.0,0.19316108329808998,0.6212431507997583,0.0,0.0,0.0,0.0,0.0,0.0,0.8413941988095724,0.9905074620397527,1.0,1.0385991328532702
2023-01-12,384.626,386.388,380.507,384.907,384.907,92980836.0,0.0036426690307944654,1.0,0.19158055927104262,0.6263683562496938,0.0,0.0,0.0,0.0,0.0,0.0,0.8444591194002662,0.9905074620397527,1.0,1.042382405749925
2023-01-13,381.668,386.982,381.398,386.401,386.401,65904976.0,0.0038814570792427006,1.0,0.19073704537727118,0.6291384023624996,0.6291384023624996,0.0,0.6291384023624996,0.00012582768047249992,0.0,-0.00012582768047249992,0.8477368512273934,0.9903828287833135,0.9998741723195275,1.046428368318001
2023-01-17,386.383,388.078,385.005,385.691,385.691,64639915.0,-0.0018374693647273954,1.0,0.1674477408434275,0.716641498986877,0.6291384023624996,0.6291384023624996,0.0,0.0,-0.0011560225405146307,-0.0011560225405146307,0.8461791607339126,0.9892379239095014,0.9987182952386477,1.044505588248835
2023-01-18,386.895,387.972,379.399,379.603,379.603,102752079.0,-0.015784656629270533,1.0,0.17211604871639458,0.6972040137740486,0.6291384023624996,0.6291384023624996,0.0,0.0,-0.009930733653579901,-0.009930733653579901,0.8328225132348835,0.9794140655671358,0.9888002898536754,1.0280184261909728
2023-01-19,377.538,379.207,375.502,376.84,376.84,89681892.0,-0.007278656912616643,0.5,0.17127729628147528,0.3503091262101466,0.6291384023624996,0.6291384023624996,0.0,0.0,-0.004579282581348399,-0.004579282581348399,0.8267606838919437,0.9749290517967566,0.9842722939099161,1.0205358327668808
2023-01-20,378.255,384.015,376.588,383.86,383.86,94681118.0,0.01862859569047881,1.0,0.18214584505428102,0.6588127221032078,0.6291384023624996,0.6291384023624996,0.0,0.0,0.011719964930964784,0.011719964930964784,0.8421620744049505,0.9863551860939933,0.9958079306770606,1.0395469821831411
2023-01-23,384.675,390.42,383.705,388.467,388.467,86814715.0,0.01200177147918513,1.0,0.17965631448319488,0.6679420110848642,0.6291384023624996,0.6291384023624996,0.0,0.0,0.007550775333934347,0.007550775333934347,0.8522695111703952,0.99380293250365,1.0033270526373532,1.0520233875051797
2023-01-24,386.768,388.97,385.567,388.048,388.048,61388833.0,-0.0010785986969291672,1.0,0.16975218526731972,0.7069128436316048,0.6291384023624996,0.6291384023624996,0.0,0.0,-0.0006785878609762902,-0.0006785878609762902,0.8513502543862144,0.9931285498974504,1.0026462070788442,1.0508886764502776
2023-01-25,383.928,388.535,381.609,388.196,388.196,87455628.0,0.00038139611594445455,1.0,0.16947928563366754,0.7080511317435105,0.6291384023624996,0.6291384023624996,0.0,0.0,0.0002399509430525568,0.0002399509430525568,0.8516749560665456,0.9933668520295708,1.002886792981781,1.0512894813097657
2023-01-26,390.889,392.625,387.884,392.46,392.46,74550984.0,0.01098414203134479,1.0,0.17048682647510877,0.7038667003254947,0.6291384023624996,0.6291384023624996,0.0,0.0,0.006910545568923043,0.006910545568923043,0.8610298747485199,1.0002315589271789,1.0098172878651528,1.062836994288531
2023-01-27,391.398,395.768,391.191,393.362,393.362,70486326.0,0.0022983233960149896,1.0,0.16049939450591152,0.7476663720097719,0.7476663720097719,0.6291384023624996,0.1185279696472723,2.370559392945446e-05,0.001445963509481225,0.0014222579155517706,0.8630087998543222,1.0016541461792479,1.01125350849608,1.0652797374186544
2023-01-30,390.57,392.83,388.126,388.427,388.427,76525530.0,-0.012545695822168912,1.0,0.16119650816108558,0.7444329990081583,0.7476663720097719,0.7476663720097719,0.0,0.0,-0.009379994879699182,-0.009379994879699182,0.8521817539594948,0.992258635416857,1.001767955764309,1.05191506186748
2023-01-31,388.95,394.188,388.6,394.139,394.139,89530151.0,0.014705465891917902,1.0,0.1659258948410274,0.7232144212027379,0.7476663720097719,0.7476663720097719,0.0,0.0,0.010994782332123702,0.010994782332123702,0.8647134836760609,1.0031683031304355,1.0127821763852343,1.067383962930967
2023-02-01,392.907,401.111,390.132,398.328,398.328,104636178.0,0.010628230142157857,1.0,0.1656065770150793,0.7246089023932509,0.7476663720097719,0.7476663720097719,0.0,0.0,0.007946370271272069,0.007946370271272069,0.8739038575875971,1.0111398499115136,1.020830118562936,1.0787283653390458
2023-02-02,402.264,405.608,400.343,404.125,404.125,104837602.0,0.014553332931654284,1.0,0.1694569922286086,0.7081442814594049,0.7476663720097719,0.7476663720097719,0.0,0.0,0.010881037633660296,0.010881037633660296,0.8866220713773264,1.0221421006712945,1.0319378095005933,1.094427458382644
2023-02-03,399.092,404.308,398.609,399.83,399.83,97703304.0,-0.010627899783482886,1.0,0.168518120368806,0.7120895945040039,0.7476663720097719,0.7476663720097719,0.0,0.0,-0.00794612327320009,-0.00794612327320009,0.8771991408569042,1.0140200335366327,1.0237379044560255,1.0827959930346613
2023-02-06,397.348,398.801,395.708,397.388,397.388,62183372.0,-0.006107595728184534,1.0,0.15689574015115518,0.7648391210901622,0.7476663720097719,0.7476663720097719,0.0,0.0,-0.004566443939794111,-0.004566443939794111,0.8718415631314395,1.0093895678996596,1.0190630627062849,1.0761827128531076
2023-02-07,396.456,403.844,395.195,402.583,402.583,93839967.0,0.01307286581376399,1.0,0.16047031390507907,0.7478018649043214,0.7476663720097719,0.7476663720097719,0.0,0.0,0.009774142154747497,0.009774142154747497,0.883239030897119,1.01925548502583,1.0290235299458284,1.0902515050493289
2023-02-08,400.587,401.943,397.483,398.182,398.182,78614397.0,-0.010931907209196678,1.0,0.16767958563814048,0.7156506234394269,0.7476663720097719,0.7476663720097719,0.0,0.0,-0.00817341940224755,-0.00817341940224755,0.8735835437678109,1.0109246824686726,1.0206128890608,1.0783329767614425
2023-02-09,401.828,401.982,393.49,394.73,394.73,81159056.0,-0.008669402434062778,1.0,0.16774833815059542,0.7153573103792567,0.7476663720097719,0.7476663720097719,0.0,0.0,-0.006481820665368404,-0.006481820665368404,0.866010096467113,1.0043720499707163,1.0139974593451444,1.0689844742279766
2023-02-10,393.537,396.039,392.712,395.649,395.649,72985750.0,0.0023281736883438153,1.0,0.16759003113257606,0.7160330431890137,0.7476663720097719,0.7476663720097719,0.0,0.0,0.0017406971749726297,0.0017406971749726297,0.8680263183875478,1.0061203575607218,1.015762521858056,1.0714732557541222
2023-02-13,396.31,400.432,395.846,400.295,400.295,66946197.0,0.011742731562571995,1.0,0.1713950943774629,0.700136724658667,0.7476663720097719,0.7476663720097719,0.0,0.0,0.008779645504872844,0.008779645504872844,0.8782193184336204,1.0149537376353408,1.0246805567171053,1.084055278572918
2023-02-14,398.753,402.448,396.109,400.111,400.111,91157076.0,-0.00045966100001260113,1.0,0.17107427749116844,0.7014496963530645,0.7476663720097719,0.7476663720097719,0.0,0.0,-0.0003436730722338052,-0.0003436730722338052,0.8778156352634788,1.0146049253661524,1.02432840160212,1.0835569806395002
2023-02-15,397.89,401.488,397.038,401.411,401.411,63616850.0,0.0032490983752009317,1.0,0.15781729318334448,0.7603729450649608,0.7476663720097719,0.7476663720097719,0.0,0.0,0.0024292415944893253,0.0024292415944893253,0.8806677446177393,1.0170696458528257,1.0268167427617088,1.0870775638647336
2023-02-16,396.379,400.372,395.748,395.883,395.883,78824792.0,-0.013771421311324361,1.0,0.16486610997137519,0.7278633554272309,0.7476663720097719,0.7476663720097719,0.0,0.0,-0.01029642860925594,-0.01029642860925594,0.8685396980713146,1.0065974608536608,1.016244197475074,1.072106960734664
2023-02-17,393.731,395.136,391.782,394.892,394.892,92052774.0,-0.0025032648535046054,1.0,0.15419872894434958,0.7782165314949391,0.7476663720097719,0.7476663720097719,0.0,0.0,-0.0018716069511993615,-0.0018716069511993615,0.8663655131712592,1.0047135060488674,1.0143421877709635,1.0694231930606595
2023-02-21,390.822,391.889,386.711,386.972,386.972,85244155.0,-0.02005611660909823,1.0,0.16662536941342485,0.720178448350565,0.7476663720097719,0.7476663720097719,0.0,0.0,-0.014995283941729403,-0.014995283941729403,0.8489895854129952,0.9896475417455741,0.9991318386512629,1.0479747167961606
2023-02-22,387.39,388.95,384.965,386.438,386.438,86364542.0,-0.001379944802207933,0.5,0.16665130541648537,0.36003318335881884,0.7476663720097719,0.7476663720097719,0.0,0.0,-0.0010317383238405476,-0.0010317383238405476,0.8478180266474759,0.9886264844496606,0.9981009960427571,1.0465285695328725
2023-02-23,389.367,389.989,384.218,388.496,388.496,99256068.0,0.0053255632210083,1.0,0.16778280772571436,0.7152103462004994,0.7476663720097719,0.7476663720097719,0.0,0.0,0.003981744532359951,0.003981744532359951,0.8523331351482974,0.9925629425486643,1.0020751792264935,1.052101923592511
